ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	ALCOHOL_INTAKE_T1	KCAL_INTAKE_T1	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	SPORTS_T1	CYCLE_COMMUTE_T1	VOLUNTEER_T1	PREGNANCIES	OSTEOARTHRITIS_T1	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
8456	55.26	44.74	1	8	42.3	48.84	25.08	76.82	96.77	173.93	87.47	25.26	76.56	98.61	173.61	86.56	20.86	26.92	82.86	76.92	4.29	6.41	69.95	73.52	74.8	71.29	89.63	94.38	121.06	129.64	7.28	5.01	5.0	5.15	5.0	5.04	4.47	14.49	0.67	1.34	24.38	3.04	6.62	1953.7	514.29	2710.79	318.03	1729.49	64.57	35.94	45.65	2.04	4.61	0.0	1.52	6.06	29.45	18.41	19.45	21.95	22.0	29.52	18.29	27.93	0.92	2.51	0.67	2.14	2010.0	1.23	1.84
8458	57.65	42.35	1	8	45.33	52.3	25.42	78.51	98.44	175.42	88.38	24.85	76.28	97.56	174.89	86.16	33.33	39.62	80.72	77.78	7.14	12.96	70.61	72.84	72.2	67.81	89.44	93.42	119.74	127.82	9.41	5.06	4.83	4.99	4.82	4.76	4.88	19.23	1.25	5.0	24.45	3.09	7.1	2132.43	652.66	3325.51	302.97	1577.08	54.79	27.14	38.18	2.09	8.24	2.22	2.33	2.27	29.21	18.97	19.45	22.77	22.65	28.61	18.38	27.69	0.94	2.17	0.63	1.98	2009.95	2.22	2.14
8461	60.32	39.68	1	7	40.9	43.81	25.57	78.98	98.51	174.88	89.32	24.13	73.74	96.13	173.85	82.61	32.2	26.09	76.27	82.61	11.86	8.7	70.68	71.77	74.19	67.77	90.78	92.71	123.02	127.42	9.84	5.05	5.05	4.86	4.86	13.56	3.83	15.25	3.17	3.17	23.14	2.81	5.54	2090.54	495.18	2577.05	278.39	1493.13	44.64	38.46	31.25	2.0	7.94	4.76	5.0	14.29	30.16	19.44	19.74	21.55	21.64	29.58	18.1	28.81	1.22	2.76	0.65	1.35	2010.0	1.21	1.19
8464	66.43	33.57	1	8	43.89	48.6	25.68	78.06	97.91	173.99	88.42	25.38	73.95	98.36	170.33	85.59	33.81	35.0	78.68	74.36	9.42	7.5	73.2	73.98	72.56	71.53	92.56	94.05	123.66	126.98	7.86	5.03	4.91	5.24	4.98	7.97	4.21	14.81	1.45	2.17	23.0	2.81	5.36	1918.82	426.86	2218.56	252.04	1344.48	54.76	26.67	22.86	1.96	6.43	0.0	6.25	12.5	29.68	18.28	20.15	21.72	22.38	29.46	18.23	28.75	0.96	2.08	0.85	2.2	2009.97	1.57	3.13
8465	65.67	34.33	1	8	44.31	49.68	24.58	74.02	96.3	172.6	85.57	24.53	74.89	97.33	174.4	85.48	23.97	23.61	76.47	69.44	9.17	9.72	71.54	74.58	73.99	70.24	91.87	95.62	123.93	131.18	12.4	5.31	5.01	5.27	4.85	10.0	4.32	11.97	2.26	2.26	25.23	3.34	6.64	1912.21	370.36	2005.31	251.62	1411.62	51.75	36.11	40.96	1.97	5.22	0.0	3.57	7.02	29.86	17.81	19.37	21.34	21.42	29.76	18.2	29.62	0.99	2.44	0.74	2.0	2010.0	1.55	2.36
8471	59.68	40.32	11	8	43.01	48.11	26.05	79.5	98.93	174.38	90.29	26.05	79.4	99.88	174.53	89.05	33.86	34.94	75.57	79.9	9.69	10.65	72.78	74.68	73.09	69.43	92.53	95.47	124.08	130.68	11.02	5.08	5.03	5.08	5.05	11.22	6.12	23.45	4.03	5.0	23.2	2.79	5.88	2023.25	375.63	2025.61	248.38	1389.36	51.76	41.65	25.42	2.09	5.79	3.33	4.68	6.0	29.45	18.98	20.18	22.08	22.54	29.22	18.52	28.17	1.16	2.61	0.76	1.97	2010.0	2.04	1.51
8472	58.91	41.09	1	8	42.31	48.68	25.78	80.32	99.02	176.41	88.78	26.02	80.73	100.85	176.14	88.07	26.56	34.48	89.6	82.76	8.66	15.52	73.22	75.55	71.22	68.79	92.85	96.72	124.1	132.55	5.51	5.04	4.92	5.09	4.83	4.72	3.7	6.56	2.4	2.4	23.43	2.86	9.01	1960.14	310.12	1692.48	244.96	1366.69	60.53	37.96	23.6	2.0	3.88	4.76	4.88	0.0	29.96	18.73	20.05	21.97	23.25	29.0	18.24	28.16	0.71	2.02	0.8	1.81	2010.0	2.02	1.89
8474	56.73	43.27	1	8	42.3	46.06	24.72	75.02	96.35	173.74	86.85	24.81	76.48	98.16	175.49	86.63	31.88	20.69	80.25	81.03	7.59	17.24	70.49	71.82	72.12	68.08	89.84	92.72	120.71	126.69	5.99	5.0	4.88	4.88	4.78	10.13	4.65	17.53	1.19	1.79	23.44	2.82	8.56	2061.44	351.11	1960.2	272.74	1568.33	62.67	28.0	39.02	2.2	7.02	2.94	8.82	2.94	29.61	18.75	20.37	21.95	23.32	29.66	17.92	28.59	1.17	2.42	0.86	2.19	2010.0	1.54	3.01
8475	60.0	40.0	1	8	43.12	48.0	26.97	85.45	100.66	177.89	92.89	27.58	87.39	105.09	177.83	94.37	28.0	28.57	87.76	80.95	4.08	0.0	71.94	71.57	70.46	66.43	91.84	92.48	123.7	126.74	4.0	5.26	5.14	5.33	4.91	8.16	4.82	10.42	8.33	8.33	24.57	3.04	12.89	2562.56	388.62	1917.98	241.19	1180.83	42.86	19.05	36.67	2.41	6.0	0.0	0.0	0.0	29.89	18.06	20.53	21.35	20.0	30.13	17.26	28.66	0.79	2.23	0.38	1.6	2010.0	0.58	0.71
8491	56.38	43.62	1	8	45.77	52.34	25.7	78.81	98.73	174.66	90.66	25.42	76.4	98.66	173.14	88.72	21.74	28.81	75.28	69.49	6.59	11.86	73.24	74.42	71.23	69.91	93.35	96.38	125.33	133.29	16.3	5.04	4.98	5.03	4.94	4.44	7.83	19.78	4.3	5.38	25.27	3.21	6.29	1899.67	362.41	1969.88	188.39	1099.76	53.66	25.33	19.67	1.72	8.51	4.0	2.04	4.08	29.19	18.95	20.02	22.7	22.24	29.11	18.75	27.64	1.0	2.37	0.81	2.02	2009.83	1.88	1.68
8495	53.45	46.55	1	8	45.48	51.82	25.83	78.66	98.57	174.24	89.51	25.75	78.69	99.19	174.74	88.96	34.55	36.11	64.81	65.71	10.91	13.89	72.97	72.89	71.22	68.32	92.97	93.57	124.74	128.11	21.05	5.16	4.96	5.22	5.28	7.27	7.26	20.75	7.14	10.71	24.6	3.13	7.1	1933.66	492.72	2706.41	212.39	1304.78	69.57	20.0	44.12	2.26	5.17	10.0	10.0	6.9	27.46	19.17	21.38	22.96	21.98	27.92	19.88	27.19	0.94	2.27	0.85	1.94	2009.93	1.04	2.2
8501	64.31	35.69	2	9	48.47	55.71	25.58	77.06	99.15	173.21	89.56	25.43	76.58	99.74	173.28	88.46	35.63	34.09	62.56	52.27	8.44	9.77	71.97	73.85	71.0	69.84	92.98	95.24	125.99	131.37	17.41	5.16	4.99	5.19	4.98	9.32	6.57	18.72	3.63	4.03	24.53	3.07	8.58	1933.89	440.31	2301.5	312.67	1663.29	71.36	41.41	38.99	2.23	9.06	1.92	7.69	6.6	29.0	18.84	20.17	22.46	22.47	28.93	18.81	28.0	1.0	2.19	0.91	1.83	2009.69	1.39	2.25
8502	56.92	43.08	1	9	48.13	53.65	24.66	74.93	96.83	173.91	86.74	24.77	75.24	97.62	174.02	85.69	20.97	22.86	64.46	66.67	3.28	7.25	72.01	73.48	69.9	68.15	91.7	94.29	123.16	129.82	16.28	5.08	4.88	5.09	4.94	13.93	4.79	10.08	0.78	2.34	25.07	3.26	8.78	2036.95	474.52	2544.43	333.76	1840.6	65.22	42.31	42.86	2.28	6.98	3.45	5.26	1.72	30.17	17.87	19.55	22.21	22.52	29.13	17.96	29.12	0.84	1.73	0.65	1.84	2009.66	1.06	1.65
8521	60.74	39.26	1	9	46.39	52.27	25.29	76.93	98.25	173.69	88.48	25.45	76.6	99.51	173.16	87.02	27.34	26.98	69.67	61.29	7.32	9.52	71.6	72.61	71.0	66.18	91.35	93.74	123.4	128.58	9.92	5.29	4.98	5.35	5.11	4.1	5.7	16.94	2.99	4.48	24.43	3.05	7.73	1877.81	533.27	2903.75	295.85	1716.65	67.86	43.52	50.6	2.37	10.37	0.0	5.0	3.23	29.36	18.97	20.14	22.97	23.58	29.24	18.69	27.78	1.04	2.03	0.95	1.78	2009.85	0.82	0.51
8531	67.54	32.46	1	9	49.49	57.11	26.01	77.32	99.31	172.09	89.69	26.42	77.15	100.05	170.72	89.82	44.25	40.0	57.8	65.45	10.91	14.55	71.33	74.28	72.82	69.75	91.56	96.11	124.19	133.06	21.05	5.25	5.07	5.25	5.07	7.27	6.12	23.21	4.39	7.02	24.57	3.21	6.43	1834.48	550.89	2864.54	303.46	1627.36	56.31	44.58	31.88	2.11	14.04	5.66	3.85	1.89	29.44	18.7	19.25	22.13	22.24	29.79	18.49	28.16	1.06	2.17	1.21	1.72	2009.93	1.92	2.29
8551	58.66	41.34	2	8	41.45	46.31	25.14	77.19	98.23	174.63	88.1	25.04	77.09	98.67	175.08	87.3	31.65	28.97	80.0	80.0	9.7	13.7	72.67	74.22	70.64	66.66	92.36	93.83	124.94	126.96	9.8	5.02	4.95	5.05	4.87	8.05	6.28	27.78	1.6	2.0	21.99	2.53	9.62	2141.62	680.18	3530.1	212.76	1193.02	57.92	36.32	42.35	1.95	3.54	3.82	3.82	9.23	29.52	18.99	19.5	22.59	23.25	29.86	18.07	28.02	1.06	2.44	0.8	2.21	2009.84	1.21	2.78
8556	53.24	46.76	1	8	45.87	52.83	25.91	79.62	100.01	175.34	90.96	25.67	78.83	100.26	175.26	89.26	38.24	36.78	68.66	63.22	4.44	6.82	72.87	73.01	70.06	68.58	92.58	93.35	125.54	127.11	15.83	5.2	4.89	5.16	4.9	2.96	8.12	23.13	3.6	5.04	22.65	2.77	7.71	2256.83	401.48	2157.83	247.0	1385.4	62.88	29.52	42.53	2.27	5.8	5.19	3.85	6.41	29.15	18.96	20.18	23.05	22.84	28.78	18.93	27.44	1.14	2.34	0.76	1.96	2009.97	1.89	2.86
8561	57.9	42.1	6	8	44.29	49.27	25.2	77.19	98.23	174.31	88.83	25.35	78.37	99.37	175.45	88.89	32.14	31.06	72.31	72.99	5.9	11.06	71.25	72.8	69.31	65.86	90.83	93.33	123.05	127.3	14.71	5.01	4.98	4.99	4.96	5.91	6.02	21.87	3.44	4.59	23.83	2.93	7.82	1997.94	531.82	2755.02	260.92	1400.5	59.06	40.0	39.81	2.17	6.15	1.36	4.66	3.27	29.49	18.76	19.93	22.28	22.52	29.2	18.62	28.15	0.96	2.21	0.69	1.76	2009.88	1.36	1.61
8563	53.85	46.15	1	9	48.4	54.02	24.89	76.93	98.26	175.55	89.42	25.63	79.58	100.13	175.99	91.17	33.99	35.0	64.24	66.0	9.27	12.0	72.13	74.6	68.77	66.25	92.13	95.31	125.11	130.67	19.23	5.15	4.96	5.17	5.0	10.0	5.85	17.45	6.45	7.74	23.18	2.75	6.26	1987.32	513.33	2612.99	256.71	1329.9	50.0	31.48	41.58	2.57	12.82	0.0	3.45	2.27	29.24	18.3	19.67	22.11	21.61	29.21	18.07	28.41	1.03	2.01	0.71	1.48	2009.97	0.95	0.93
8565	48.91	51.09	1	8	45.14	50.09	25.5	77.36	97.79	173.19	89.47	25.64	78.66	99.42	174.81	89.48	38.55	40.0	75.9	70.77	8.43	12.12	71.71	72.86	68.77	66.6	91.17	93.65	123.88	128.05	12.36	5.02	5.08	5.27	4.93	4.82	4.88	24.1	7.61	7.61	23.84	2.91	9.42	2104.72	567.19	2859.0	258.75	1316.8	53.33	23.68	37.5	2.72	3.3	3.64	3.57	1.79	29.47	18.61	19.61	21.74	22.0	29.93	17.64	28.92	0.99	1.94	0.83	1.63	2009.91	0.51	0.25
8566	55.23	44.77	1	9	45.73	51.66	25.32	76.54	97.53	173.67	89.17	25.59	77.01	98.53	173.32	89.7	37.87	48.72	69.28	74.36	10.18	10.26	72.62	74.01	68.72	67.05	92.59	94.41	125.3	128.8	15.29	5.02	5.05	4.83	4.93	4.19	4.27	12.8	1.2	2.41	23.08	2.82	6.26	2162.89	585.3	2973.35	267.25	1383.08	57.72	38.13	36.29	2.58	6.4	1.92	4.85	0.96	29.15	19.0	20.59	22.37	21.95	29.27	18.75	28.12	0.74	2.2	0.63	1.96	2009.91	1.37	1.74
8567	56.7	43.3	2	8	44.8	49.82	25.4	77.27	98.63	173.88	88.72	25.52	78.26	100.0	174.74	89.5	39.68	37.2	68.75	72.78	7.44	8.33	71.54	73.34	69.21	67.42	91.46	93.18	123.9	126.84	16.53	5.08	4.93	5.06	4.97	10.33	5.57	12.97	2.77	3.97	22.51	2.64	7.76	2120.93	602.35	3120.92	270.62	1462.25	55.56	30.27	40.61	2.38	7.28	3.31	2.7	6.67	29.33	18.66	20.0	22.09	21.88	29.73	18.27	28.39	0.97	1.88	0.69	1.65	2009.86	1.35	0.91
8571	59.22	40.78	1	9	46.63	52.73	25.08	76.25	98.09	173.9	88.09	25.33	77.05	99.56	174.0	88.57	37.0	34.72	71.88	63.38	4.12	5.56	72.69	72.46	68.02	64.97	91.94	92.72	123.77	126.25	10.0	5.12	4.86	5.18	4.85	9.28	3.88	12.24	1.94	3.88	22.53	2.66	7.4	2238.84	520.27	2704.88	233.39	1270.48	51.19	28.4	42.86	2.57	4.85	1.56	0.0	9.38	29.57	18.8	20.42	22.78	21.7	29.51	17.81	27.53	1.07	1.67	0.65	1.04	2009.92	0.88	1.02
8574	63.41	36.59	1	8	41.56	46.35	25.06	75.65	98.4	173.53	87.35	25.28	76.61	99.56	173.91	87.42	36.71	36.54	75.32	73.08	5.13	11.54	71.59	72.39	70.95	65.59	91.11	92.43	123.09	125.3	11.39	5.13	4.86	5.06	4.84	8.97	4.7	19.44	1.28	2.56	23.1	2.74	7.87	2133.0	457.68	2355.3	204.43	1089.07	57.97	28.81	42.86	1.74	8.54	2.27	4.44	6.67	28.61	18.82	20.3	22.86	23.48	29.23	18.24	27.29	1.04	2.22	0.9	1.67	2009.37	0.73	0.71
8581	57.53	42.47	1	8	41.97	47.16	24.68	76.49	98.33	175.61	87.59	24.68	76.34	98.31	175.48	87.72	30.0	26.09	76.81	80.43	4.35	4.35	71.51	73.36	66.1	66.88	90.93	92.28	122.66	123.76	7.04	4.85	4.82	5.04	4.81	5.8	4.62	20.59	0.0	1.45	21.97	2.52	6.74	2191.43	498.72	2705.56	249.72	1460.56	68.42	39.34	46.34	2.06	1.39	0.0	4.88	2.44	28.76	18.68	20.77	22.29	22.84	28.71	19.26	28.37	0.82	2.05	0.67	1.91	2009.95	1.03	2.63
8582	65.63	34.38	1	8	41.75	49.9	24.84	76.84	98.77	175.44	88.1	25.88	79.97	100.6	175.62	90.17	26.98	27.78	77.42	78.38	14.29	8.11	70.83	72.97	68.45	63.18	90.05	92.38	120.88	124.41	17.19	5.05	4.96	5.4	5.11	6.35	4.64	17.24	3.39	3.39	23.3	2.7	6.01	1990.65	648.04	3293.92	284.71	1477.25	66.67	15.56	51.52	2.0	3.13	0.0	6.06	8.82	29.12	19.32	19.88	22.17	22.53	29.41	18.51	28.14	0.78	2.39	0.7	1.65	2009.88	1.82	2.16
8584	54.55	45.45	1	8	43.56	51.15	24.72	78.23	98.82	177.2	87.45	24.93	79.3	99.88	178.21	88.11	22.22	20.93	76.19	83.72	1.59	2.33	70.85	73.62	69.83	65.53	90.98	94.09	123.92	128.06	4.69	4.99	5.04	5.11	4.77	4.76	4.04	23.33	4.76	6.35	25.33	3.3	7.39	2217.79	421.71	2151.73	295.04	1518.37	67.31	26.53	41.46	2.55	6.06	2.7	5.26	7.89	30.15	18.3	19.02	22.18	21.51	29.49	17.53	28.4	0.88	2.23	0.67	1.7	2009.76	0.91	0.92
8601	56.51	43.49	2	9	44.96	51.21	24.65	74.86	97.85	173.57	86.77	24.89	76.13	98.4	174.54	87.28	34.17	29.19	40.69	60.74	12.5	9.82	72.2	73.38	72.25	70.85	92.7	94.58	126.41	129.32	15.54	5.1	4.96	5.15	5.01	6.28	9.43	28.25	3.95	5.16	24.95	3.12	10.91	1889.59	508.2	2695.51	307.05	1689.73	66.34	46.67	24.83	1.8	8.61	1.38	3.55	4.2	29.58	19.37	19.14	22.48	22.44	29.4	18.43	27.83	1.1	2.2	0.77	1.88	2008.32	1.48	2.37
8602	58.76	41.24	3	8	40.23	46.83	25.32	77.36	98.83	174.31	87.54	25.74	79.19	100.45	175.26	88.47	34.62	34.13	52.5	73.43	8.85	14.42	72.1	73.18	73.14	69.97	92.21	93.29	125.16	126.85	10.54	4.91	5.06	5.11	5.16	8.26	6.35	25.48	4.39	6.43	22.99	2.78	6.96	1990.93	606.23	3167.6	337.39	1823.39	58.74	64.48	27.62	1.64	4.89	2.34	4.14	8.67	29.25	18.92	19.47	23.03	23.07	28.48	18.88	27.73	1.29	3.05	0.82	2.19	2007.69	2.05	1.64
8603	57.59	42.41	4	9	45.12	50.44	25.29	76.61	98.99	173.5	88.29	25.76	78.61	100.17	174.48	89.37	31.12	28.46	54.23	65.48	7.24	8.7	73.37	74.14	72.68	69.61	93.11	94.71	126.2	128.61	17.6	5.06	5.1	5.11	5.06	7.77	7.83	19.56	3.27	5.03	24.11	3.04	10.65	1945.05	564.42	2917.66	378.42	1987.64	61.09	55.0	20.72	2.06	9.07	0.88	3.13	5.29	30.0	18.35	18.83	22.34	22.66	29.7	18.02	28.26	1.02	2.08	0.89	1.98	2008.06	1.52	1.15
8604	58.19	41.81	4	9	46.21	51.86	24.83	75.73	98.38	173.94	87.66	24.92	76.57	99.09	174.99	87.75	26.1	24.81	40.43	58.56	11.49	11.36	72.49	72.71	72.06	69.94	92.22	93.96	125.09	129.29	15.4	4.98	5.04	5.09	5.05	7.11	5.77	12.47	4.45	4.45	25.28	3.25	9.7	1999.94	454.57	2413.28	341.16	1846.24	59.22	51.92	30.94	2.14	8.26	4.51	6.97	5.33	29.74	18.37	19.29	21.92	21.82	29.34	18.38	28.47	0.9	1.9	0.8	1.74	2008.23	1.12	1.24
8605	57.47	42.53	1	9	47.48	53.16	25.81	78.13	100.5	173.74	90.78	26.18	78.63	100.76	173.47	90.49	41.92	38.46	41.58	56.19	6.67	6.67	72.33	72.6	73.31	70.59	92.61	94.05	126.27	129.39	19.41	5.19	5.04	5.14	5.05	12.73	8.78	20.65	4.32	6.17	24.41	3.08	10.76	1764.14	580.43	2989.24	315.79	1666.05	52.48	50.81	37.04	1.93	14.45	6.67	4.6	4.4	29.3	19.29	19.61	22.86	23.03	29.31	18.76	27.89	1.23	2.76	0.93	1.83	2008.11	1.31	1.28
8606	62.5	37.5	2	9	44.98	51.43	26.03	77.88	100.06	172.83	90.29	26.09	77.99	100.3	172.78	90.46	44.76	38.46	54.1	58.78	13.24	19.08	71.87	72.32	72.81	71.51	91.56	93.49	124.13	128.66	19.63	5.09	5.17	5.12	5.13	10.29	8.02	26.29	7.88	9.85	23.52	2.8	7.7	1830.97	594.13	3108.44	279.29	1534.26	52.76	57.42	28.36	1.67	10.23	3.64	5.61	9.91	28.97	19.24	19.85	23.01	22.88	28.45	18.81	27.4	1.38	2.54	0.87	2.05	2008.15	0.87	0.79
8607	56.56	43.44	5	8	43.5	49.95	25.21	75.81	98.11	172.59	87.73	25.32	76.75	98.94	173.64	88.0	34.93	30.03	49.58	62.74	9.0	10.51	72.62	74.03	73.06	69.98	92.18	94.45	124.6	128.58	14.95	4.94	5.07	5.09	5.1	10.06	7.67	24.78	4.07	6.31	23.74	2.95	8.13	1866.13	545.83	2871.92	316.64	1725.98	62.75	52.22	28.47	1.99	6.2	2.79	3.83	4.86	29.96	18.8	19.06	22.51	22.66	29.53	18.07	28.53	1.01	2.22	0.84	1.99	2007.84	1.21	2.01
8608	56.7	43.3	3	9	45.28	51.31	25.82	76.82	98.96	171.9	89.55	26.2	78.57	100.46	173.02	90.61	48.34	43.37	51.96	61.93	11.73	10.5	73.5	74.36	73.1	71.01	94.09	95.85	128.46	132.1	17.06	5.07	5.15	5.09	5.18	10.53	8.83	26.86	6.63	9.97	23.26	2.82	8.65	1948.51	641.04	3316.24	337.67	1799.39	52.77	56.98	25.46	1.92	10.83	2.15	7.14	6.45	29.35	18.94	19.61	22.18	22.31	29.46	18.49	28.03	1.26	2.23	1.01	1.72	2008.06	1.85	2.64
8614	53.16	46.84	1	8	38.73	44.77	24.53	77.35	97.61	176.6	87.72	24.9	79.43	98.83	178.03	88.57	33.33	27.78	68.75	80.0	9.33	7.27	72.91	73.75	70.92	66.07	93.04	94.43	127.04	129.92	7.79	4.83	4.82	5.03	4.87	9.33	5.77	27.54	0.0	0.0	22.19	2.69	9.65	2032.27	640.3	3350.16	242.13	1359.34	62.3	49.09	47.06	2.08	3.8	0.0	2.04	6.0	29.01	18.76	19.94	22.42	22.53	28.55	18.41	27.82	0.61	2.15	0.62	2.13	2006.76	1.14	1.94
8615	60.53	39.47	1	8	41.29	47.96	24.57	75.95	99.07	175.05	87.38	24.54	75.4	99.0	174.96	87.22	24.66	34.78	80.0	84.78	5.63	0.0	71.97	72.02	69.41	66.77	91.26	91.54	122.75	123.58	4.11	5.01	4.83	5.11	4.78	7.14	3.31	12.5	0.0	1.33	23.14	2.86	7.78	2304.59	657.07	3444.26	197.28	1145.33	57.38	35.0	50.0	1.93	0.0	0.0	7.5	4.88	29.17	19.38	20.69	22.31	22.94	29.06	19.16	28.21	0.78	2.25	0.91	2.04	2009.74	1.61	2.04
8618	41.18	58.82	1	7	38.92	43.98	23.66	73.67	95.9	175.95	84.04	23.96	75.71	97.09	177.52	84.1	20.0	17.14	50.0	80.0	6.67	11.43	72.75	72.76	71.43	64.68	91.59	92.34	123.18	124.54	2.0	4.84	4.93	4.86	4.96	6.67	4.43	14.29	0.0	1.96	23.33	2.89	14.65	2381.0	771.0	3924.64	378.21	1960.71	64.29	56.41	47.22	1.9	3.92	3.13	6.25	3.13	29.68	19.27	20.15	22.98	23.05	29.54	18.1	27.68	0.7	2.67	0.74	2.34	2007.73	0.32	0.0
8621	61.25	38.75	2	8	38.81	44.43	24.45	75.55	97.96	175.26	86.31	24.84	76.84	98.67	175.67	86.36	27.41	22.11	62.16	86.91	5.43	6.84	71.66	72.4	70.75	66.92	90.99	92.3	122.49	124.67	6.77	4.95	4.81	5.12	4.78	4.67	5.35	20.41	0.38	1.15	22.0	2.62	9.47	2111.52	616.34	3177.31	253.43	1362.76	57.66	49.74	37.14	1.99	6.64	0.62	2.47	4.94	29.32	18.94	20.06	22.84	23.27	29.05	18.56	28.34	0.79	2.04	0.67	1.95	2006.97	1.0	1.74
8622	52.17	47.83	1	8	39.26	44.59	24.37	75.83	97.04	175.86	86.52	25.12	79.0	99.45	177.23	86.29	26.56	28.0	56.0	82.0	3.13	8.0	71.81	71.86	70.9	64.39	90.51	90.66	120.74	120.75	5.88	4.67	4.83	4.72	4.79	6.25	4.36	25.4	0.0	1.47	24.62	3.12	11.68	2153.42	633.56	3396.53	267.79	1567.67	63.79	50.88	49.06	1.73	5.8	0.0	2.22	4.44	29.09	18.72	20.78	22.81	22.62	28.81	18.5	26.84	0.94	2.68	0.72	2.52	2007.51	1.12	2.56
8625	63.25	36.75	1	9	45.08	50.53	25.21	76.18	99.01	173.53	88.04	25.53	77.33	99.43	173.89	88.94	28.95	30.86	52.73	67.5	7.14	14.63	74.39	75.88	73.5	68.92	93.93	95.93	126.91	130.24	18.1	5.01	5.06	5.13	5.01	6.31	6.47	29.52	2.75	4.59	23.11	2.77	9.27	2004.97	471.44	2467.47	256.29	1391.72	56.99	42.35	29.49	1.84	10.26	6.15	7.69	4.62	29.22	18.25	19.83	22.15	21.62	28.79	18.34	28.09	1.01	2.2	0.71	1.72	2008.02	1.53	2.27
8627	53.45	46.55	1	8	42.09	48.53	25.63	79.16	99.99	175.47	89.33	25.89	79.76	99.19	175.28	88.49	22.41	17.39	75.0	97.83	3.45	8.7	74.09	75.2	72.52	68.29	93.55	95.65	126.31	130.67	6.9	4.66	4.88	5.14	4.87	12.07	4.55	23.21	0.0	0.0	22.33	2.67	12.8	1955.62	615.07	3215.27	257.36	1426.73	52.73	43.18	52.17	2.57	3.45	0.0	2.63	2.63	29.3	18.35	19.62	21.91	22.3	29.26	17.86	28.26	0.84	2.3	0.93	2.07	2006.55	1.75	2.78
8629	59.76	40.24	2	8	41.25	47.36	24.56	75.82	97.83	175.29	86.75	24.87	77.45	99.02	176.16	86.43	28.57	23.43	48.39	83.52	7.39	7.39	72.75	72.93	73.73	69.15	92.22	92.99	124.3	126.19	9.4	4.94	4.98	5.17	4.96	8.26	4.03	16.44	2.94	3.78	25.11	3.29	9.51	2124.78	558.32	2937.43	274.2	1516.83	58.91	54.4	45.34	2.17	4.88	3.36	5.41	4.05	29.57	17.98	19.69	21.68	22.44	29.28	18.42	28.71	0.83	2.09	0.68	2.0	2007.06	0.81	0.99
8633	63.49	36.51	1	9	49.49	55.38	25.5	77.45	100.37	173.9	90.41	25.73	76.93	101.07	172.57	89.94	27.87	27.5	52.5	64.1	8.33	12.5	73.08	73.33	71.73	67.62	93.79	94.44	128.21	129.87	17.74	5.24	4.98	5.17	4.93	13.33	7.6	17.54	1.69	1.69	24.67	3.08	6.85	1859.08	506.5	2686.73	319.04	1749.42	57.69	68.29	51.22	2.25	19.05	0.0	2.7	0.0	29.91	18.96	19.51	22.42	22.36	29.62	18.49	27.58	0.75	2.18	0.9	2.15	2008.16	1.69	2.28
8635	54.93	45.07	1	8	43.11	49.04	25.82	79.76	100.94	174.72	91.31	25.44	78.22	99.58	174.65	88.33	33.33	20.41	75.0	89.8	5.8	12.24	75.07	74.39	71.83	69.11	94.85	93.13	128.21	124.77	5.71	4.87	5.07	5.13	4.97	4.35	5.09	14.93	0.0	4.23	21.58	2.67	4.0	2076.83	540.85	2722.42	242.78	1232.08	43.33	23.64	45.1	2.47	2.82	0.0	2.33	6.98	29.78	19.06	19.46	22.63	21.4	29.09	17.66	29.31	1.21	2.86	0.73	1.98	2006.73	1.24	0.66
8647	57.65	42.35	1	8	43.34	50.45	25.57	78.81	100.54	175.22	89.49	26.59	81.43	102.24	175.1	90.68	36.9	37.88	56.52	77.27	3.57	5.97	73.09	74.65	70.28	68.17	92.55	95.09	125.53	129.71	8.24	5.05	4.94	5.23	4.96	2.38	5.46	18.99	1.18	1.18	26.76	3.64	9.63	2085.71	784.64	3999.67	239.3	1272.96	69.74	45.31	31.67	2.09	8.24	1.69	6.9	13.56	28.5	19.19	20.37	22.88	22.4	28.5	18.86	27.56	0.98	2.32	0.84	1.83	2006.52	2.04	2.17
