ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	ALCOHOL_INTAKE_T1	KCAL_INTAKE_T1	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	SPORTS_T1	CYCLE_COMMUTE_T1	VOLUNTEER_T1	PREGNANCIES	OSTEOARTHRITIS_T1	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
7914	52.53	47.47	3	8	41.81	47.57	25.87	79.31	98.61	174.58	89.0	26.1	80.05	99.98	174.88	91.15	44.66	42.48	73.78	75.33	10.8	12.72	73.0	74.79	72.53	67.95	92.98	95.17	124.69	129.5	14.25	4.99	5.05	5.0	5.09	6.84	7.23	22.16	1.63	2.17	22.99	2.77	10.6	2185.18	737.74	3781.83	258.86	1387.46	51.75	44.83	39.84	2.28	5.61	3.78	6.59	5.41	29.01	19.36	19.98	22.5	22.39	28.94	18.7	27.44	0.99	2.1	0.69	1.75	2009.99	1.1	0.88
7916	61.7	38.3	1	8	43.9	48.88	26.41	79.94	100.93	173.43	90.71	26.83	82.66	102.29	175.08	92.84	42.86	44.19	72.73	82.93	14.44	6.98	72.54	76.94	72.19	69.27	92.76	97.56	124.49	133.63	15.22	5.1	4.98	5.12	4.97	7.78	6.67	16.3	1.08	2.15	22.78	2.67	8.2	1982.85	368.94	1918.57	209.17	1119.7	46.43	8.82	27.45	2.43	14.13	3.7	11.11	7.41	29.14	19.76	19.85	22.33	22.75	29.11	18.77	27.6	1.03	2.87	0.85	2.21	2010.0	2.05	2.96
7917	52.99	47.01	1	8	41.59	47.25	25.67	78.29	98.12	174.06	88.06	25.53	77.32	100.29	173.61	89.11	52.73	44.93	67.57	81.16	7.21	14.49	72.5	75.16	74.93	70.93	92.03	95.69	123.38	130.19	6.96	4.96	5.03	5.13	4.93	9.91	6.56	24.53	0.89	0.89	22.86	2.76	6.97	2123.46	477.78	2421.6	120.63	635.85	37.23	21.52	23.19	2.14	6.03	4.08	10.2	4.08	29.27	19.87	19.87	22.32	21.63	29.56	18.96	28.88	1.07	2.17	0.69	2.01	2010.0	1.15	0.63
7918	58.46	41.54	1	7	38.49	42.62	24.38	74.87	97.14	174.2	84.16	24.01	73.79	95.99	174.5	84.74	30.65	25.0	85.48	86.11	3.23	5.56	70.48	71.95	71.17	69.4	89.83	91.4	120.95	122.7	3.17	4.94	4.85	4.89	4.85	9.68	5.83	23.33	1.59	1.59	23.52	2.9	9.03	2194.96	604.4	3237.64	191.82	1174.73	70.91	19.61	40.54	1.91	3.08	0.0	3.23	9.68	29.33	19.95	20.43	22.47	23.72	29.53	18.17	27.63	0.97	2.31	0.85	2.31	2010.0	0.24	0.82
7921	63.11	36.89	2	9	48.16	53.23	25.57	76.84	98.8	172.99	88.55	25.12	74.71	99.09	172.27	87.83	34.11	32.98	69.67	68.09	7.48	7.45	74.12	76.25	69.68	67.99	94.52	97.19	126.63	133.41	13.9	5.17	5.05	5.14	4.99	6.64	6.07	18.14	4.04	4.48	24.53	3.11	8.11	2040.27	507.91	2714.61	291.29	1631.48	64.62	40.49	32.09	2.1	7.11	2.67	6.76	5.33	29.15	18.74	19.35	22.41	22.6	28.96	18.58	27.98	0.96	2.25	0.78	1.51	2010.0	1.21	2.64
7926	60.71	39.29	1	8	43.05	42.19	25.79	76.67	97.31	171.72	88.9	25.7	78.31	98.88	173.54	89.17	44.23	31.82	76.0	86.36	5.88	18.18	73.32	74.92	69.66	66.83	91.43	93.83	120.55	125.13	7.69	5.22	4.96	4.97	4.79	2.0	7.89	25.0	1.82	3.64	23.56	2.94	7.98	2043.19	352.16	1901.07	213.84	1209.48	38.64	30.77	37.5	2.46	8.93	0.0	0.0	7.14	29.06	19.57	20.79	22.33	21.71	28.45	18.71	28.69	1.18	1.92	0.71	1.81	2010.0	1.4	5.36
7927	60.87	39.13	1	8	42.49	49.58	25.04	76.59	98.96	174.72	88.7	25.19	76.23	99.47	173.69	89.17	41.54	34.38	80.0	81.25	4.62	6.25	72.43	74.13	72.26	64.47	92.32	93.03	123.57	125.41	11.94	5.02	5.16	5.3	4.91	1.54	5.18	22.58	7.35	10.29	23.73	2.91	8.6	1890.64	494.7	2623.19	195.91	1129.25	40.35	25.45	32.56	1.85	5.8	0.0	4.17	0.0	30.05	18.08	20.1	21.3	22.36	30.36	18.21	29.06	0.95	1.87	0.59	1.41	2010.0	0.67	1.61
7931	54.21	45.79	1	8	45.05	49.81	25.77	79.14	99.23	174.8	89.31	25.93	79.58	100.4	174.85	90.2	33.66	35.48	75.0	73.02	11.88	9.52	72.45	74.69	73.09	68.99	91.92	94.82	122.93	128.93	14.85	5.16	5.02	5.12	4.94	2.0	8.61	19.8	2.8	2.8	23.67	2.93	8.64	2077.99	651.06	3405.76	335.84	1829.64	69.15	40.23	35.38	2.16	6.54	0.0	1.75	12.28	29.88	18.99	19.54	22.11	22.23	29.64	17.8	28.51	1.04	2.03	1.02	1.98	2010.0	1.13	2.76
7933	57.47	42.53	2	8	43.99	47.64	25.72	77.24	97.93	172.56	87.66	25.85	77.75	98.98	173.04	89.07	32.84	33.91	71.07	80.53	8.54	9.48	71.41	73.89	71.29	68.39	91.39	94.36	123.05	128.89	10.6	5.21	4.92	5.22	4.86	7.61	6.53	21.11	4.13	5.05	24.11	2.96	8.1	2007.17	589.47	2947.69	279.15	1396.09	56.18	26.06	45.8	2.07	8.18	3.09	6.25	8.25	29.23	18.91	19.48	22.22	22.41	29.23	17.97	27.62	0.91	2.0	0.7	1.5	2010.0	1.57	1.09
7934	56.25	43.75	1	8	45.22	48.42	26.33	76.87	98.27	170.11	89.26	25.7	74.94	98.02	170.31	89.2	37.29	40.48	67.86	71.43	3.45	2.38	72.83	74.4	72.67	67.91	93.94	95.56	126.81	130.8	16.67	5.04	5.06	5.1	5.05	8.77	7.02	20.0	3.13	3.13	22.95	2.78	8.81	2107.55	623.38	3292.35	285.15	1601.16	63.64	38.78	39.53	2.31	9.38	0.0	0.0	0.0	30.04	18.78	18.98	22.16	22.13	30.09	18.0	29.18	0.78	2.11	0.79	1.29	2010.0	1.0	0.42
7936	53.85	46.15	1	8	43.7	51.3	27.2	83.55	101.37	175.05	92.38	26.77	82.2	100.4	175.03	93.37	45.6	53.75	77.87	76.25	11.38	11.25	72.48	75.85	72.25	67.99	92.72	96.71	124.63	132.4	11.81	5.09	5.05	5.25	5.15	7.38	7.02	22.95	3.15	3.15	22.92	2.65	7.0	2123.75	637.96	3302.35	197.31	1099.11	44.44	19.61	29.07	2.09	8.59	4.23	10.0	12.68	29.64	19.27	18.68	22.19	22.46	29.82	17.66	27.89	1.2	2.19	0.92	2.09	2010.0	1.16	2.95
7938	59.54	40.46	1	8	41.05	45.75	26.23	79.81	99.65	173.94	89.65	26.65	80.81	101.88	174.15	91.25	44.72	46.05	79.51	86.84	9.02	8.0	71.7	74.55	72.54	70.38	91.15	94.34	121.9	128.3	7.14	4.96	4.99	5.0	5.09	6.56	7.81	24.35	0.77	0.78	22.24	2.65	6.99	2103.61	778.74	3847.48	210.23	1004.91	35.14	15.73	40.21	1.96	6.87	0.0	5.45	7.27	29.5	19.2	19.53	22.42	22.03	29.13	18.27	27.93	1.02	2.1	0.85	1.49	2010.0	1.41	1.64
7941	57.95	42.05	3	7	41.49	46.94	25.42	78.48	99.26	175.38	87.94	25.37	78.28	99.35	175.22	88.37	22.67	27.1	78.84	82.24	7.8	8.41	72.64	74.83	69.86	65.97	92.22	94.45	123.43	127.62	6.69	5.0	4.93	5.12	4.8	9.83	7.39	23.61	2.38	2.72	24.23	3.08	9.92	1846.97	440.4	2470.16	283.37	1685.0	72.28	41.98	29.41	1.48	6.95	1.19	6.02	3.57	30.09	18.77	19.59	22.77	23.3	29.0	17.93	28.08	1.1	2.71	0.78	2.11	2010.0	1.84	1.64
7942	57.14	42.86	2	7	39.56	44.84	25.83	79.48	100.03	175.11	88.54	26.16	81.09	102.49	175.69	90.18	27.85	19.44	68.86	73.61	13.91	12.5	72.67	75.09	71.63	66.59	91.42	95.01	121.47	128.51	9.05	4.95	4.98	4.98	4.98	8.3	7.27	25.35	3.15	3.6	23.22	2.82	7.52	1956.62	427.54	2244.89	264.59	1430.15	52.55	39.89	22.83	1.58	2.1	7.14	8.93	7.14	29.22	19.17	20.52	22.88	23.22	28.23	18.58	27.48	1.38	3.08	0.96	3.27	2010.0	2.93	3.52
7943	54.77	45.23	8	8	42.98	48.57	25.7	79.6	99.86	175.52	88.21	25.63	79.67	100.4	176.04	89.19	19.75	21.11	79.97	82.37	8.09	8.97	73.81	75.38	70.62	66.91	93.09	95.12	123.78	128.2	10.2	5.04	4.92	5.11	5.01	8.24	4.82	15.57	1.27	2.29	24.15	3.02	6.25	2005.54	469.34	2517.99	296.92	1655.9	60.82	47.44	27.89	1.82	6.37	2.46	4.61	4.58	30.16	18.29	19.36	22.02	22.58	29.37	17.88	28.53	1.01	2.58	0.74	2.19	2010.0	1.51	1.56
7944	59.57	40.43	4	8	42.29	46.72	25.76	78.54	100.11	174.15	88.78	25.87	79.17	100.95	174.59	89.58	27.32	18.59	75.0	81.53	12.19	10.83	73.52	75.21	70.63	67.26	92.63	94.74	123.32	127.66	11.78	5.09	4.92	5.04	5.0	9.32	6.72	20.97	2.7	3.93	24.15	3.01	8.11	1919.43	381.07	2096.45	270.26	1542.38	57.81	42.26	22.17	1.93	6.87	4.24	10.34	6.72	29.92	18.84	19.65	22.53	22.9	29.34	17.88	27.72	1.12	2.81	0.78	2.54	2010.0	1.87	1.33
7948	59.52	40.48	1	9	49.48	56.8	25.97	77.02	100.33	172.18	88.8	25.33	73.66	99.79	170.53	88.31	28.05	31.25	57.5	54.84	4.94	12.5	74.75	77.57	68.67	65.34	95.53	99.09	127.82	135.86	18.29	5.02	5.05	4.95	5.03	6.33	5.65	13.58	2.44	2.44	24.26	3.03	7.85	1827.31	408.19	2218.45	281.96	1587.29	50.68	33.85	42.0	2.32	10.71	0.0	0.0	0.0	29.25	19.8	20.69	22.14	22.03	28.97	18.91	27.66	0.95	2.18	0.94	2.06	2010.0	1.63	0.45
7951	55.43	44.57	1	8	43.74	54.4	25.19	76.72	99.08	174.41	86.61	25.33	75.8	98.48	173.28	88.53	30.77	37.93	75.28	68.97	7.78	10.34	73.1	75.37	69.24	64.97	93.87	96.43	126.77	132.47	13.04	4.98	4.84	5.42	5.22	3.33	2.67	12.2	0.0	1.18	23.51	2.9	5.78	2086.77	431.04	2225.98	268.84	1415.0	50.0	41.79	30.0	2.43	5.43	4.35	0.0	4.35	29.01	20.01	21.71	21.58	20.72	28.73	19.31	28.24	0.86	2.07	1.0	2.36	2010.0	2.54	1.14
7954	51.43	48.57	1	7	39.78	51.56	24.87	76.21	97.47	174.83	86.47	26.35	78.5	99.69	171.13	91.06	37.14	55.56	87.62	55.56	4.76	11.11	73.01	73.75	69.5	67.0	91.94	94.5	122.42	129.5	2.86	4.81	5.03	4.86	5.04	7.62	4.08	20.79	1.98	2.97	22.61	2.71	4.08	2129.38	177.0	1000.83	166.17	946.69	50.54	29.55	41.1	2.88	2.86	0.0	0.0	0.0	28.26	19.79	21.98	21.99	21.74	28.44	18.61	27.62	0.68	2.27	0.67	0.11	2010.0	0.69	3.57
7958	58.23	41.77	1	9	47.38	56.53	27.27	83.67	102.77	174.97	93.85	26.66	81.84	102.58	175.01	92.46	44.87	50.0	77.33	61.11	5.19	17.14	76.08	75.27	68.81	63.84	96.19	95.57	127.67	129.32	21.79	5.29	5.2	5.11	4.99	6.49	6.01	12.0	5.19	6.49	24.27	3.03	6.79	2027.47	592.92	3062.96	283.18	1514.26	53.42	33.9	26.09	2.21	8.86	3.7	3.57	7.14	28.92	19.54	19.91	23.0	22.97	28.63	18.67	27.2	1.08	1.92	0.69	1.57	2010.0	0.94	0.99
7961	54.36	45.64	3	8	43.01	52.23	26.35	81.59	101.06	175.66	90.58	26.51	80.9	101.33	174.14	91.9	27.79	34.21	82.98	63.16	5.29	15.79	73.67	76.57	70.25	70.4	92.78	97.71	123.87	135.14	9.79	5.08	4.89	5.38	4.99	6.38	5.67	23.33	1.36	2.17	22.62	2.69	7.85	2079.57	303.82	1695.78	214.77	1250.52	55.66	26.07	37.5	2.21	4.88	3.03	12.5	0.0	29.7	18.6	19.75	22.11	23.03	29.24	17.92	28.16	1.04	2.45	0.84	2.21	2010.0	1.27	1.26
7963	56.26	43.74	6	8	43.0	49.02	25.66	78.45	98.5	174.37	87.93	25.79	78.68	99.43	174.36	89.77	28.2	23.81	79.75	80.78	9.74	10.61	73.17	75.06	71.78	67.97	92.55	94.92	123.52	128.4	12.69	4.95	5.02	5.0	5.0	8.01	5.49	20.04	2.97	3.8	23.16	2.79	8.1	2091.07	641.19	3370.94	238.22	1356.07	60.69	29.22	36.25	1.94	7.5	1.28	4.87	5.11	29.92	18.67	19.18	21.93	22.54	29.86	17.96	28.72	0.95	2.07	0.77	2.04	2010.0	1.49	1.63
7964	49.02	50.98	1	8	45.1	51.0	25.57	78.86	97.99	174.87	88.45	25.03	76.99	96.95	175.14	88.45	31.91	35.48	76.74	77.42	8.89	6.45	74.06	75.16	71.94	68.84	94.9	96.03	127.47	131.55	12.5	5.26	5.01	5.03	4.89	11.36	6.22	17.02	3.92	3.92	22.38	2.76	8.72	2370.13	795.91	4073.09	177.5	981.03	50.0	19.44	58.82	2.09	2.0	0.0	3.85	3.85	28.14	19.32	20.57	22.25	21.44	28.3	18.82	27.41	0.64	2.88	0.52	1.86	2010.0	0.93	2.38
7971	57.72	42.28	2	8	44.79	48.67	25.78	79.44	100.16	175.31	89.09	25.5	77.68	100.56	174.29	87.73	17.75	16.16	78.42	90.91	7.53	9.09	74.21	75.06	70.37	66.12	93.62	95.64	124.56	129.69	6.51	5.2	4.93	5.18	4.83	6.85	4.45	13.03	1.74	2.44	24.65	3.13	6.85	2013.89	272.59	1514.59	248.95	1396.37	60.85	26.75	32.09	2.26	7.82	0.0	0.0	5.88	29.72	18.78	20.02	21.78	22.09	29.43	18.07	28.48	1.15	2.78	0.66	1.9	2010.0	1.58	3.72
7973	53.23	46.77	1	8	44.39	46.2	25.83	79.27	98.58	174.52	90.14	26.48	78.62	98.07	173.65	88.02	49.15	34.62	79.66	88.46	10.17	3.85	73.6	74.76	70.11	67.07	92.61	95.07	122.85	129.62	13.33	5.2	5.01	5.19	4.9	5.08	4.22	10.71	1.69	3.39	23.91	2.93	5.17	1827.5	323.57	1551.47	287.84	1372.84	54.9	17.02	25.0	2.14	8.06	0.0	0.0	0.0	29.35	17.91	19.65	22.04	20.92	29.09	18.94	28.98	0.78	2.25	0.46	1.77	2010.0	1.21	0.57
7975	55.26	44.74	1	8	43.15	51.22	26.42	81.38	100.8	175.2	90.09	25.76	78.67	100.28	174.46	89.5	29.8	29.09	78.67	80.0	12.58	3.64	74.07	77.86	70.79	66.02	93.9	97.82	125.19	132.11	10.6	5.01	5.03	4.86	5.01	10.67	5.49	22.14	2.78	2.78	23.18	2.81	10.3	2003.41	230.38	1261.04	207.42	1146.23	50.0	16.52	40.0	2.13	5.3	3.13	6.06	6.06	29.89	19.31	19.9	22.19	23.01	29.59	18.03	28.19	1.06	2.27	0.43	1.56	2010.0	1.14	2.08
7981	56.65	43.35	1	9	47.21	57.45	25.21	77.61	98.86	175.23	88.49	25.7	77.84	98.12	174.09	89.72	24.26	36.59	81.99	66.67	8.59	19.05	74.84	75.91	68.39	66.8	94.42	98.02	125.74	134.2	14.88	5.22	4.92	5.34	5.18	7.36	5.54	14.02	2.31	5.2	25.49	3.33	7.15	1783.43	339.64	1843.81	307.79	1684.54	60.26	33.78	44.23	2.16	8.67	5.88	6.06	8.82	29.86	18.64	20.49	22.1	22.29	29.75	18.12	28.1	1.05	2.13	0.8	1.03	2010.0	1.57	0.41
7983	60.78	39.22	1	7	41.73	47.06	25.01	76.88	98.55	174.39	86.46	25.11	75.19	96.53	171.72	85.91	24.49	45.45	77.55	81.82	4.08	9.09	71.84	71.44	67.38	68.06	90.96	94.56	121.96	131.88	6.12	5.03	4.74	5.54	4.89	4.08	2.05	6.67	0.0	0.0	24.33	3.04	5.43	2260.51	342.56	1953.46	234.87	1415.0	74.36	18.92	45.45	2.5	5.88	0.0	0.0	0.0	28.96	19.0	20.87	21.54	22.11	29.26	19.43	29.04	0.84	2.24	0.45	1.82	2010.0	0.62	1.19
7991	54.63	45.37	1	9	48.23	53.4	26.22	79.84	99.88	174.27	89.58	25.66	78.25	100.04	174.55	89.15	26.42	25.49	70.3	71.15	9.71	5.77	73.0	73.66	69.61	63.25	93.38	94.35	126.09	128.88	18.87	5.11	5.12	5.23	4.89	9.8	5.95	15.0	6.54	6.54	24.27	3.09	11.39	2002.8	512.04	2751.92	288.02	1631.81	57.14	39.29	30.99	2.21	9.26	0.0	6.25	8.33	29.29	18.58	19.8	22.15	21.81	28.81	18.41	28.0	1.15	2.29	0.77	1.87	2010.0	2.53	1.37
8331	57.75	42.25	1	9	47.61	53.0	26.75	82.54	101.41	175.52	92.56	27.67	86.85	104.0	176.87	96.5	27.14	34.78	62.69	65.22	14.71	8.7	74.82	77.69	72.63	70.38	94.99	97.69	127.13	132.73	20.0	5.12	4.98	5.17	4.91	5.88	5.63	14.49	1.45	4.35	25.19	3.25	10.13	2234.11	453.53	2427.34	244.14	1380.39	53.13	20.69	34.04	2.06	4.29	0.0	5.0	10.0	29.09	17.68	19.38	22.11	21.11	28.3	18.13	27.88	1.18	2.59	0.68	1.65	2010.0	1.47	3.4
8351	56.0	44.0	1	8	46.32	54.06	26.26	81.57	100.37	175.5	90.79	25.39	80.06	100.75	177.28	91.34	22.45	21.43	82.98	85.71	14.29	7.14	76.58	80.38	72.46	65.69	96.26	99.44	128.28	133.88	24.49	5.32	5.0	5.7	6.49	12.24	6.35	10.87	4.26	8.51	23.44	2.87	11.53	1859.92	311.79	1395.38	265.64	1164.62	46.15	10.0	32.14	2.18	10.0	0.0	0.0	0.0	29.37	17.58	19.62	21.95	21.75	30.0	17.48	28.49	1.35	2.89	0.14	1.79	2010.0	0.89	0.0
8391	59.66	40.34	2	8	42.73	46.63	26.51	81.57	99.34	175.3	90.13	25.82	79.39	100.29	175.38	89.8	30.74	20.62	77.63	80.41	12.55	7.22	71.5	72.36	71.06	68.84	90.53	92.71	121.34	126.14	9.87	5.04	4.94	5.13	4.97	12.17	5.69	18.58	2.17	3.04	23.59	2.87	6.41	1805.79	237.97	1218.55	210.94	1083.38	50.0	21.93	27.41	2.16	7.36	8.24	8.14	9.3	29.3	19.26	20.18	21.67	21.88	29.25	18.74	28.18	1.04	2.89	0.77	2.08	2009.98	2.43	2.9
8392	58.43	41.57	1	8	45.03	48.36	26.66	80.89	98.63	174.6	89.63	27.3	82.12	102.41	173.84	92.55	29.21	25.93	82.76	83.33	5.68	11.11	73.93	74.05	69.0	67.12	93.07	94.43	125.35	128.26	12.5	5.24	4.95	5.27	5.05	4.55	7.72	23.86	2.27	3.41	23.34	2.77	1.47	2103.38	187.67	1079.32	186.44	1073.15	60.27	9.21	16.98	2.08	4.49	6.82	9.3	6.82	29.8	18.86	20.27	21.71	21.98	29.74	17.84	28.42	1.21	2.32	0.72	1.91	2010.0	2.14	3.4
8394	56.14	43.86	1	8	42.42	49.84	25.28	78.76	98.46	176.59	88.24	27.03	82.72	102.08	175.01	91.88	19.3	21.74	70.91	78.26	7.27	8.7	72.79	74.4	72.16	65.92	91.93	94.32	122.93	127.88	5.26	5.2	4.99	5.1	5.16	10.91	2.21	3.7	1.79	7.14	23.36	2.87	1.4	2020.35	254.61	1348.92	218.9	1170.39	58.82	22.73	32.35	2.39	5.26	0.0	0.0	10.53	30.17	18.02	19.87	20.32	20.83	29.79	18.02	29.25	1.3	2.3	0.52	1.82	2010.0	0.26	0.0
8395	48.42	51.58	1	8	42.49	49.11	26.58	82.78	99.09	176.19	91.32	27.39	87.03	102.81	178.16	94.03	29.47	23.33	76.6	80.0	11.7	16.67	73.92	76.21	69.62	68.15	93.89	98.06	125.76	134.76	11.83	5.13	5.02	5.33	4.98	10.64	6.27	21.11	1.09	2.17	23.4	2.82	6.26	2187.24	304.06	1717.28	236.84	1381.17	62.96	24.68	27.12	2.16	10.53	0.0	4.35	0.0	29.66	18.3	19.84	21.75	22.83	30.11	18.48	28.47	1.12	2.21	0.48	2.43	2010.0	0.75	3.48
8397	53.66	46.34	1	8	44.82	50.14	26.62	82.65	99.91	175.99	91.43	25.71	79.64	98.16	175.64	88.28	34.18	40.91	75.34	56.52	10.53	4.35	72.49	72.62	72.32	65.93	92.41	94.59	124.26	131.34	13.92	5.03	5.02	5.01	5.11	5.26	6.93	19.18	5.0	6.25	23.41	2.85	12.53	2218.11	224.19	1277.21	197.91	1145.86	67.14	37.29	43.4	2.24	8.64	0.0	10.0	15.0	29.62	18.2	19.15	22.01	22.1	29.27	17.59	27.65	1.11	2.16	1.0	1.41	2010.0	1.86	2.26
8401	62.5	37.5	2	9	48.97	54.61	25.28	76.19	97.67	173.23	88.24	25.44	76.61	98.98	173.3	88.48	38.6	37.93	63.73	55.48	9.52	11.64	72.28	73.14	71.26	66.48	92.91	95.11	125.81	131.67	15.07	5.14	5.0	5.24	5.06	7.14	5.76	15.53	2.74	5.02	25.32	3.21	6.9	2017.99	485.33	2512.02	275.6	1463.37	57.65	29.09	35.76	2.06	10.76	4.72	7.14	5.47	29.49	18.94	20.18	22.13	21.24	29.23	19.05	28.21	1.09	2.13	0.7	1.63	2009.73	2.04	2.6
8406	56.9	43.1	1	9	47.95	50.24	26.43	77.73	100.03	171.62	91.35	26.58	78.16	101.19	171.56	91.49	44.83	51.43	65.96	68.57	20.75	17.65	73.26	75.73	73.14	72.85	95.03	97.25	129.0	133.63	19.64	4.95	5.11	4.92	5.33	5.66	3.14	3.51	8.77	10.53	23.7	3.0	5.18	2096.42	570.08	3029.8	237.04	1364.59	65.31	21.95	33.33	2.03	12.07	13.33	20.69	3.33	29.16	19.07	20.09	21.49	21.67	28.51	19.14	27.7	0.86	2.39	0.94	1.76	2009.72	2.13	2.6
8408	56.72	43.28	1	8	45.15	49.78	25.41	77.49	97.29	173.91	87.63	25.71	79.56	99.7	175.44	88.01	30.65	25.0	72.41	75.0	9.84	13.64	71.6	73.38	68.21	64.15	91.21	94.27	122.69	127.56	6.15	5.16	4.93	5.24	4.77	8.33	4.71	14.52	2.99	2.99	24.86	3.14	8.05	2019.19	538.75	2847.0	253.71	1421.82	58.93	30.61	40.0	2.0	8.96	5.56	8.11	2.7	28.71	20.47	20.54	22.47	21.25	28.3	18.7	27.95	1.13	3.37	0.82	1.66	2009.34	3.98	3.14
8409	57.35	42.65	1	8	43.0	46.34	25.39	78.01	96.7	174.94	88.77	25.77	78.61	99.61	174.47	90.1	24.24	20.0	76.56	82.22	7.81	6.67	73.82	73.98	71.93	67.17	93.15	94.19	126.16	127.26	5.97	5.14	4.84	5.1	4.87	7.81	5.32	20.63	0.0	0.0	24.41	3.03	6.31	2106.27	552.88	2865.9	253.6	1369.5	64.0	22.41	55.32	1.94	7.46	2.44	0.0	2.44	29.63	18.71	19.35	22.08	22.98	29.65	17.67	27.9	0.72	2.34	0.89	1.57	2009.88	1.56	1.28
8411	59.66	40.34	2	8	44.1	51.12	27.48	84.02	100.75	174.57	94.03	26.54	79.9	99.81	173.19	91.39	43.88	41.51	77.49	67.92	12.02	9.43	74.25	73.87	72.32	69.35	93.49	95.58	124.43	131.69	12.88	5.13	5.06	5.04	5.24	10.3	7.31	25.99	4.39	6.14	22.1	2.57	3.66	2122.26	291.43	1545.27	191.34	1044.85	42.72	27.89	27.33	2.1	8.44	4.26	8.7	6.52	29.39	18.67	20.08	22.64	22.05	29.4	18.22	28.13	1.11	2.41	0.85	1.25	2009.97	1.54	2.48
8412	56.86	43.14	1	7	41.11	45.57	25.56	78.85	96.56	175.26	87.72	25.6	79.87	99.74	176.68	89.98	37.89	37.74	86.81	76.92	11.7	5.66	72.55	72.82	68.31	64.9	91.26	92.3	121.69	124.92	5.21	4.91	4.92	5.07	4.82	8.6	5.37	22.22	2.0	3.0	22.48	2.6	8.04	2028.53	499.8	2605.32	171.33	962.97	43.04	18.75	29.82	2.18	4.9	6.0	2.0	4.0	29.25	18.72	19.86	21.93	21.51	29.49	17.91	27.64	1.0	2.33	0.71	1.94	2009.96	1.53	1.33
8414	55.07	44.93	1	10	51.65	59.72	26.68	80.51	101.04	173.23	92.28	27.01	78.58	101.24	169.91	92.18	30.77	42.86	60.0	57.14	16.92	14.29	73.51	73.05	70.41	69.89	93.77	95.29	126.28	133.37	15.94	5.12	4.96	5.34	5.14	7.81	6.38	20.0	4.41	4.41	24.73	3.03	9.33	1953.0	499.75	2514.81	282.92	1430.66	47.46	25.93	50.0	2.26	9.09	6.25	3.23	12.9	30.15	18.93	18.81	21.94	21.37	30.43	17.72	28.22	1.18	1.92	0.88	1.45	2009.77	1.08	1.59
8421	61.24	38.76	1	8	43.16	46.56	25.95	80.25	98.88	175.51	89.17	26.13	80.04	100.74	174.74	89.87	21.26	20.25	81.1	82.5	4.76	7.5	71.95	73.23	69.4	66.88	90.07	93.02	120.12	125.74	8.59	5.02	4.93	5.14	4.84	11.02	4.05	9.02	2.4	3.2	23.36	2.81	5.25	1798.13	189.09	1047.94	186.68	1035.9	52.5	20.0	39.44	2.26	4.65	4.29	4.35	2.86	29.91	17.89	20.03	21.9	21.6	29.26	17.69	28.39	0.94	2.55	0.78	2.26	2010.0	0.57	1.05
8423	58.99	41.01	1	8	43.74	48.06	25.09	78.26	96.66	176.37	86.6	25.19	77.67	98.59	175.47	86.96	17.39	15.05	81.95	81.72	6.67	6.45	72.3	72.13	68.71	67.15	90.74	92.33	121.36	125.08	3.65	5.14	4.92	5.06	4.84	6.72	6.08	21.21	0.74	0.74	24.29	3.02	9.8	2084.53	344.72	1796.87	274.8	1447.28	64.23	22.22	48.84	2.16	6.52	4.41	4.41	10.29	30.22	18.24	18.85	21.98	22.58	29.73	17.44	28.52	0.95	1.98	0.68	1.83	2010.0	0.94	1.71
8424	60.49	39.51	1	8	45.9	49.73	26.58	83.04	99.64	176.52	91.46	26.65	82.66	102.09	175.87	93.0	28.4	35.0	76.25	76.67	13.58	11.67	73.63	72.85	69.27	67.89	92.49	92.86	124.02	125.8	18.52	5.3	4.84	5.27	4.88	4.94	4.69	20.0	3.85	3.85	22.08	2.51	5.6	2209.63	280.79	1525.21	194.29	1092.71	50.0	19.4	35.29	2.13	4.94	2.0	10.2	4.08	29.19	18.9	20.53	22.94	22.71	29.2	18.39	27.79	0.72	2.43	0.64	1.69	2009.95	1.95	0.97
